site_id,well_id,cell_type,experiment,plate,well,site,treatment,treatment_conc,treatment_class,directory,class,label
HUVEC-1_12_R24_2,HUVEC-1_12_R24,HUVEC,HUVEC-1,12,R24,2,EMPTY,,Untreated,HUVEC-1/Plate12/R24_s2,Untreated,2
HUVEC-1_12_R24_3,HUVEC-1_12_R24,HUVEC,HUVEC-1,12,R24,3,EMPTY,,Untreated,HUVEC-1/Plate12/R24_s3,Untreated,2
HUVEC-1_12_R24_4,HUVEC-1_12_R24,HUVEC,HUVEC-1,12,R24,4,EMPTY,,Untreated,HUVEC-1/Plate12/R24_s4,Untreated,2
HUVEC-1_12_R35_1,HUVEC-1_12_R35,HUVEC,HUVEC-1,12,R35,1,EMPTY,,Untreated,HUVEC-1/Plate12/R35_s1,Untreated,2
HUVEC-1_12_R35_2,HUVEC-1_12_R35,HUVEC,HUVEC-1,12,R35,2,EMPTY,,Untreated,HUVEC-1/Plate12/R35_s2,Untreated,2
HUVEC-1_12_R35_3,HUVEC-1_12_R35,HUVEC,HUVEC-1,12,R35,3,EMPTY,,Untreated,HUVEC-1/Plate12/R35_s3,Untreated,2
HUVEC-1_12_R35_4,HUVEC-1_12_R35,HUVEC,HUVEC-1,12,R35,4,EMPTY,,Untreated,HUVEC-1/Plate12/R35_s4,Untreated,2
HUVEC-1_12_S02_1,HUVEC-1_12_S02,HUVEC,HUVEC-1,12,S02,1,EMPTY,,Untreated,HUVEC-1/Plate12/S02_s1,Untreated,2
HUVEC-1_12_S02_2,HUVEC-1_12_S02,HUVEC,HUVEC-1,12,S02,2,EMPTY,,Untreated,HUVEC-1/Plate12/S02_s2,Untreated,2
HUVEC-1_12_S02_3,HUVEC-1_12_S02,HUVEC,HUVEC-1,12,S02,3,EMPTY,,Untreated,HUVEC-1/Plate12/S02_s3,Untreated,2
HUVEC-1_12_S02_4,HUVEC-1_12_S02,HUVEC,HUVEC-1,12,S02,4,EMPTY,,Untreated,HUVEC-1/Plate12/S02_s4,Untreated,2
HUVEC-1_12_U10_1,HUVEC-1_12_U10,HUVEC,HUVEC-1,12,U10,1,EMPTY,,Untreated,HUVEC-1/Plate12/U10_s1,Untreated,2
HUVEC-1_12_U10_2,HUVEC-1_12_U10,HUVEC,HUVEC-1,12,U10,2,EMPTY,,Untreated,HUVEC-1/Plate12/U10_s2,Untreated,2
HUVEC-1_12_U10_3,HUVEC-1_12_U10,HUVEC,HUVEC-1,12,U10,3,EMPTY,,Untreated,HUVEC-1/Plate12/U10_s3,Untreated,2
HUVEC-1_12_U10_4,HUVEC-1_12_U10,HUVEC,HUVEC-1,12,U10,4,EMPTY,,Untreated,HUVEC-1/Plate12/U10_s4,Untreated,2
HUVEC-1_12_U41_1,HUVEC-1_12_U41,HUVEC,HUVEC-1,12,U41,1,EMPTY,,Untreated,HUVEC-1/Plate12/U41_s1,Untreated,2
HUVEC-1_12_U41_2,HUVEC-1_12_U41,HUVEC,HUVEC-1,12,U41,2,EMPTY,,Untreated,HUVEC-1/Plate12/U41_s2,Untreated,2
HUVEC-1_12_U41_3,HUVEC-1_12_U41,HUVEC,HUVEC-1,12,U41,3,EMPTY,,Untreated,HUVEC-1/Plate12/U41_s3,Untreated,2
HUVEC-1_12_U41_4,HUVEC-1_12_U41,HUVEC,HUVEC-1,12,U41,4,EMPTY,,Untreated,HUVEC-1/Plate12/U41_s4,Untreated,2
HUVEC-1_12_V07_1,HUVEC-1_12_V07,HUVEC,HUVEC-1,12,V07,1,EMPTY,,Untreated,HUVEC-1/Plate12/V07_s1,Untreated,2
HUVEC-1_12_V07_2,HUVEC-1_12_V07,HUVEC,HUVEC-1,12,V07,2,EMPTY,,Untreated,HUVEC-1/Plate12/V07_s2,Untreated,2
HUVEC-1_12_V07_3,HUVEC-1_12_V07,HUVEC,HUVEC-1,12,V07,3,EMPTY,,Untreated,HUVEC-1/Plate12/V07_s3,Untreated,2
HUVEC-1_12_V07_4,HUVEC-1_12_V07,HUVEC,HUVEC-1,12,V07,4,EMPTY,,Untreated,HUVEC-1/Plate12/V07_s4,Untreated,2
HUVEC-1_12_V08_1,HUVEC-1_12_V08,HUVEC,HUVEC-1,12,V08,1,EMPTY,,Untreated,HUVEC-1/Plate12/V08_s1,Untreated,2
HUVEC-1_12_V08_2,HUVEC-1_12_V08,HUVEC,HUVEC-1,12,V08,2,EMPTY,,Untreated,HUVEC-1/Plate12/V08_s2,Untreated,2
HUVEC-1_12_V08_3,HUVEC-1_12_V08,HUVEC,HUVEC-1,12,V08,3,EMPTY,,Untreated,HUVEC-1/Plate12/V08_s3,Untreated,2
HUVEC-1_12_V08_4,HUVEC-1_12_V08,HUVEC,HUVEC-1,12,V08,4,EMPTY,,Untreated,HUVEC-1/Plate12/V08_s4,Untreated,2
HUVEC-1_12_V19_1,HUVEC-1_12_V19,HUVEC,HUVEC-1,12,V19,1,EMPTY,,Untreated,HUVEC-1/Plate12/V19_s1,Untreated,2
HUVEC-1_12_V19_2,HUVEC-1_12_V19,HUVEC,HUVEC-1,12,V19,2,EMPTY,,Untreated,HUVEC-1/Plate12/V19_s2,Untreated,2
HUVEC-1_12_V19_3,HUVEC-1_12_V19,HUVEC,HUVEC-1,12,V19,3,EMPTY,,Untreated,HUVEC-1/Plate12/V19_s3,Untreated,2
HUVEC-1_12_V19_4,HUVEC-1_12_V19,HUVEC,HUVEC-1,12,V19,4,EMPTY,,Untreated,HUVEC-1/Plate12/V19_s4,Untreated,2
HUVEC-1_12_V44_1,HUVEC-1_12_V44,HUVEC,HUVEC-1,12,V44,1,EMPTY,,Untreated,HUVEC-1/Plate12/V44_s1,Untreated,2
HUVEC-1_12_V44_2,HUVEC-1_12_V44,HUVEC,HUVEC-1,12,V44,2,EMPTY,,Untreated,HUVEC-1/Plate12/V44_s2,Untreated,2
HUVEC-1_12_V44_3,HUVEC-1_12_V44,HUVEC,HUVEC-1,12,V44,3,EMPTY,,Untreated,HUVEC-1/Plate12/V44_s3,Untreated,2
HUVEC-1_12_V44_4,HUVEC-1_12_V44,HUVEC,HUVEC-1,12,V44,4,EMPTY,,Untreated,HUVEC-1/Plate12/V44_s4,Untreated,2
HUVEC-1_12_W19_1,HUVEC-1_12_W19,HUVEC,HUVEC-1,12,W19,1,EMPTY,,Untreated,HUVEC-1/Plate12/W19_s1,Untreated,2
HUVEC-1_12_W19_2,HUVEC-1_12_W19,HUVEC,HUVEC-1,12,W19,2,EMPTY,,Untreated,HUVEC-1/Plate12/W19_s2,Untreated,2
HUVEC-1_12_W19_3,HUVEC-1_12_W19,HUVEC,HUVEC-1,12,W19,3,EMPTY,,Untreated,HUVEC-1/Plate12/W19_s3,Untreated,2
HUVEC-1_12_W19_4,HUVEC-1_12_W19,HUVEC,HUVEC-1,12,W19,4,EMPTY,,Untreated,HUVEC-1/Plate12/W19_s4,Untreated,2
HUVEC-1_12_W42_1,HUVEC-1_12_W42,HUVEC,HUVEC-1,12,W42,1,EMPTY,,Untreated,HUVEC-1/Plate12/W42_s1,Untreated,2
HUVEC-1_12_W42_2,HUVEC-1_12_W42,HUVEC,HUVEC-1,12,W42,2,EMPTY,,Untreated,HUVEC-1/Plate12/W42_s2,Untreated,2
HUVEC-1_12_W42_3,HUVEC-1_12_W42,HUVEC,HUVEC-1,12,W42,3,EMPTY,,Untreated,HUVEC-1/Plate12/W42_s3,Untreated,2
HUVEC-1_12_W42_4,HUVEC-1_12_W42,HUVEC,HUVEC-1,12,W42,4,EMPTY,,Untreated,HUVEC-1/Plate12/W42_s4,Untreated,2
HUVEC-1_12_X13_1,HUVEC-1_12_X13,HUVEC,HUVEC-1,12,X13,1,EMPTY,,Untreated,HUVEC-1/Plate12/X13_s1,Untreated,2
HUVEC-1_12_X13_2,HUVEC-1_12_X13,HUVEC,HUVEC-1,12,X13,2,EMPTY,,Untreated,HUVEC-1/Plate12/X13_s2,Untreated,2
HUVEC-1_12_X13_3,HUVEC-1_12_X13,HUVEC,HUVEC-1,12,X13,3,EMPTY,,Untreated,HUVEC-1/Plate12/X13_s3,Untreated,2
HUVEC-1_12_X13_4,HUVEC-1_12_X13,HUVEC,HUVEC-1,12,X13,4,EMPTY,,Untreated,HUVEC-1/Plate12/X13_s4,Untreated,2
HUVEC-1_12_X35_1,HUVEC-1_12_X35,HUVEC,HUVEC-1,12,X35,1,EMPTY,,Untreated,HUVEC-1/Plate12/X35_s1,Untreated,2
HUVEC-1_12_X35_2,HUVEC-1_12_X35,HUVEC,HUVEC-1,12,X35,2,EMPTY,,Untreated,HUVEC-1/Plate12/X35_s2,Untreated,2
HUVEC-1_12_X35_3,HUVEC-1_12_X35,HUVEC,HUVEC-1,12,X35,3,EMPTY,,Untreated,HUVEC-1/Plate12/X35_s3,Untreated,2
HUVEC-1_12_X35_4,HUVEC-1_12_X35,HUVEC,HUVEC-1,12,X35,4,EMPTY,,Untreated,HUVEC-1/Plate12/X35_s4,Untreated,2
HUVEC-1_12_X39_1,HUVEC-1_12_X39,HUVEC,HUVEC-1,12,X39,1,EMPTY,,Untreated,HUVEC-1/Plate12/X39_s1,Untreated,2
HUVEC-1_12_X39_2,HUVEC-1_12_X39,HUVEC,HUVEC-1,12,X39,2,EMPTY,,Untreated,HUVEC-1/Plate12/X39_s2,Untreated,2
HUVEC-1_12_X39_3,HUVEC-1_12_X39,HUVEC,HUVEC-1,12,X39,3,EMPTY,,Untreated,HUVEC-1/Plate12/X39_s3,Untreated,2
HUVEC-1_12_X39_4,HUVEC-1_12_X39,HUVEC,HUVEC-1,12,X39,4,EMPTY,,Untreated,HUVEC-1/Plate12/X39_s4,Untreated,2
HUVEC-1_12_X43_1,HUVEC-1_12_X43,HUVEC,HUVEC-1,12,X43,1,EMPTY,,Untreated,HUVEC-1/Plate12/X43_s1,Untreated,2
HUVEC-1_12_X43_2,HUVEC-1_12_X43,HUVEC,HUVEC-1,12,X43,2,EMPTY,,Untreated,HUVEC-1/Plate12/X43_s2,Untreated,2
HUVEC-1_12_X43_3,HUVEC-1_12_X43,HUVEC,HUVEC-1,12,X43,3,EMPTY,,Untreated,HUVEC-1/Plate12/X43_s3,Untreated,2
HUVEC-1_12_X43_4,HUVEC-1_12_X43,HUVEC,HUVEC-1,12,X43,4,EMPTY,,Untreated,HUVEC-1/Plate12/X43_s4,Untreated,2
HUVEC-1_12_Y14_1,HUVEC-1_12_Y14,HUVEC,HUVEC-1,12,Y14,1,EMPTY,,Untreated,HUVEC-1/Plate12/Y14_s1,Untreated,2
HUVEC-1_12_Y14_2,HUVEC-1_12_Y14,HUVEC,HUVEC-1,12,Y14,2,EMPTY,,Untreated,HUVEC-1/Plate12/Y14_s2,Untreated,2
HUVEC-1_12_Y14_3,HUVEC-1_12_Y14,HUVEC,HUVEC-1,12,Y14,3,EMPTY,,Untreated,HUVEC-1/Plate12/Y14_s3,Untreated,2
HUVEC-1_12_Y14_4,HUVEC-1_12_Y14,HUVEC,HUVEC-1,12,Y14,4,EMPTY,,Untreated,HUVEC-1/Plate12/Y14_s4,Untreated,2
HUVEC-1_12_Z27_1,HUVEC-1_12_Z27,HUVEC,HUVEC-1,12,Z27,1,EMPTY,,Untreated,HUVEC-1/Plate12/Z27_s1,Untreated,2
HUVEC-1_12_Z27_2,HUVEC-1_12_Z27,HUVEC,HUVEC-1,12,Z27,2,EMPTY,,Untreated,HUVEC-1/Plate12/Z27_s2,Untreated,2
HUVEC-1_12_Z27_3,HUVEC-1_12_Z27,HUVEC,HUVEC-1,12,Z27,3,EMPTY,,Untreated,HUVEC-1/Plate12/Z27_s3,Untreated,2
HUVEC-1_12_Z27_4,HUVEC-1_12_Z27,HUVEC,HUVEC-1,12,Z27,4,EMPTY,,Untreated,HUVEC-1/Plate12/Z27_s4,Untreated,2
HUVEC-1_12_Z33_1,HUVEC-1_12_Z33,HUVEC,HUVEC-1,12,Z33,1,EMPTY,,Untreated,HUVEC-1/Plate12/Z33_s1,Untreated,2
HUVEC-1_12_Z33_2,HUVEC-1_12_Z33,HUVEC,HUVEC-1,12,Z33,2,EMPTY,,Untreated,HUVEC-1/Plate12/Z33_s2,Untreated,2
HUVEC-1_12_Z33_3,HUVEC-1_12_Z33,HUVEC,HUVEC-1,12,Z33,3,EMPTY,,Untreated,HUVEC-1/Plate12/Z33_s3,Untreated,2
HUVEC-1_12_Z33_4,HUVEC-1_12_Z33,HUVEC,HUVEC-1,12,Z33,4,EMPTY,,Untreated,HUVEC-1/Plate12/Z33_s4,Untreated,2
HUVEC-1_12_Z47_1,HUVEC-1_12_Z47,HUVEC,HUVEC-1,12,Z47,1,EMPTY,,Untreated,HUVEC-1/Plate12/Z47_s1,Untreated,2
HUVEC-1_12_Z47_2,HUVEC-1_12_Z47,HUVEC,HUVEC-1,12,Z47,2,EMPTY,,Untreated,HUVEC-1/Plate12/Z47_s2,Untreated,2
HUVEC-1_12_Z47_3,HUVEC-1_12_Z47,HUVEC,HUVEC-1,12,Z47,3,EMPTY,,Untreated,HUVEC-1/Plate12/Z47_s3,Untreated,2
HUVEC-1_12_Z47_4,HUVEC-1_12_Z47,HUVEC,HUVEC-1,12,Z47,4,EMPTY,,Untreated,HUVEC-1/Plate12/Z47_s4,Untreated,2
HUVEC-2_1_AA34_1,HUVEC-2_1_AA34,HUVEC,HUVEC-2,1,AA34,1,EMPTY,,Untreated,HUVEC-2/Plate1/AA34_s1,Untreated,2
HUVEC-2_1_AA34_2,HUVEC-2_1_AA34,HUVEC,HUVEC-2,1,AA34,2,EMPTY,,Untreated,HUVEC-2/Plate1/AA34_s2,Untreated,2
HUVEC-2_1_AA34_3,HUVEC-2_1_AA34,HUVEC,HUVEC-2,1,AA34,3,EMPTY,,Untreated,HUVEC-2/Plate1/AA34_s3,Untreated,2
HUVEC-2_1_AA34_4,HUVEC-2_1_AA34,HUVEC,HUVEC-2,1,AA34,4,EMPTY,,Untreated,HUVEC-2/Plate1/AA34_s4,Untreated,2
HUVEC-2_1_AA37_1,HUVEC-2_1_AA37,HUVEC,HUVEC-2,1,AA37,1,EMPTY,,Untreated,HUVEC-2/Plate1/AA37_s1,Untreated,2
HUVEC-2_1_AA37_2,HUVEC-2_1_AA37,HUVEC,HUVEC-2,1,AA37,2,EMPTY,,Untreated,HUVEC-2/Plate1/AA37_s2,Untreated,2
HUVEC-2_1_AA37_3,HUVEC-2_1_AA37,HUVEC,HUVEC-2,1,AA37,3,EMPTY,,Untreated,HUVEC-2/Plate1/AA37_s3,Untreated,2
HUVEC-2_1_AA37_4,HUVEC-2_1_AA37,HUVEC,HUVEC-2,1,AA37,4,EMPTY,,Untreated,HUVEC-2/Plate1/AA37_s4,Untreated,2
HUVEC-2_1_AA39_1,HUVEC-2_1_AA39,HUVEC,HUVEC-2,1,AA39,1,EMPTY,,Untreated,HUVEC-2/Plate1/AA39_s1,Untreated,2
HUVEC-2_1_AA39_2,HUVEC-2_1_AA39,HUVEC,HUVEC-2,1,AA39,2,EMPTY,,Untreated,HUVEC-2/Plate1/AA39_s2,Untreated,2
HUVEC-2_1_AA39_3,HUVEC-2_1_AA39,HUVEC,HUVEC-2,1,AA39,3,EMPTY,,Untreated,HUVEC-2/Plate1/AA39_s3,Untreated,2
HUVEC-2_1_AA39_4,HUVEC-2_1_AA39,HUVEC,HUVEC-2,1,AA39,4,EMPTY,,Untreated,HUVEC-2/Plate1/AA39_s4,Untreated,2
HUVEC-2_1_AB13_1,HUVEC-2_1_AB13,HUVEC,HUVEC-2,1,AB13,1,EMPTY,,Untreated,HUVEC-2/Plate1/AB13_s1,Untreated,2
HUVEC-2_1_AB13_2,HUVEC-2_1_AB13,HUVEC,HUVEC-2,1,AB13,2,EMPTY,,Untreated,HUVEC-2/Plate1/AB13_s2,Untreated,2
HUVEC-2_1_AB13_3,HUVEC-2_1_AB13,HUVEC,HUVEC-2,1,AB13,3,EMPTY,,Untreated,HUVEC-2/Plate1/AB13_s3,Untreated,2
HUVEC-2_1_AB13_4,HUVEC-2_1_AB13,HUVEC,HUVEC-2,1,AB13,4,EMPTY,,Untreated,HUVEC-2/Plate1/AB13_s4,Untreated,2
HUVEC-2_1_AB21_1,HUVEC-2_1_AB21,HUVEC,HUVEC-2,1,AB21,1,EMPTY,,Untreated,HUVEC-2/Plate1/AB21_s1,Untreated,2
HUVEC-2_1_AB21_2,HUVEC-2_1_AB21,HUVEC,HUVEC-2,1,AB21,2,EMPTY,,Untreated,HUVEC-2/Plate1/AB21_s2,Untreated,2
HUVEC-2_1_AB21_3,HUVEC-2_1_AB21,HUVEC,HUVEC-2,1,AB21,3,EMPTY,,Untreated,HUVEC-2/Plate1/AB21_s3,Untreated,2
HUVEC-2_1_AB21_4,HUVEC-2_1_AB21,HUVEC,HUVEC-2,1,AB21,4,EMPTY,,Untreated,HUVEC-2/Plate1/AB21_s4,Untreated,2
HUVEC-2_1_AB43_1,HUVEC-2_1_AB43,HUVEC,HUVEC-2,1,AB43,1,EMPTY,,Untreated,HUVEC-2/Plate1/AB43_s1,Untreated,2
HUVEC-2_1_AB43_2,HUVEC-2_1_AB43,HUVEC,HUVEC-2,1,AB43,2,EMPTY,,Untreated,HUVEC-2/Plate1/AB43_s2,Untreated,2
HUVEC-2_1_AB43_3,HUVEC-2_1_AB43,HUVEC,HUVEC-2,1,AB43,3,EMPTY,,Untreated,HUVEC-2/Plate1/AB43_s3,Untreated,2
HUVEC-2_1_AB43_4,HUVEC-2_1_AB43,HUVEC,HUVEC-2,1,AB43,4,EMPTY,,Untreated,HUVEC-2/Plate1/AB43_s4,Untreated,2
HUVEC-2_1_AC04_1,HUVEC-2_1_AC04,HUVEC,HUVEC-2,1,AC04,1,EMPTY,,Untreated,HUVEC-2/Plate1/AC04_s1,Untreated,2
HUVEC-2_1_AC04_2,HUVEC-2_1_AC04,HUVEC,HUVEC-2,1,AC04,2,EMPTY,,Untreated,HUVEC-2/Plate1/AC04_s2,Untreated,2
HUVEC-2_1_AC04_3,HUVEC-2_1_AC04,HUVEC,HUVEC-2,1,AC04,3,EMPTY,,Untreated,HUVEC-2/Plate1/AC04_s3,Untreated,2
HUVEC-2_1_AC04_4,HUVEC-2_1_AC04,HUVEC,HUVEC-2,1,AC04,4,EMPTY,,Untreated,HUVEC-2/Plate1/AC04_s4,Untreated,2
HUVEC-2_1_AC19_1,HUVEC-2_1_AC19,HUVEC,HUVEC-2,1,AC19,1,EMPTY,,Untreated,HUVEC-2/Plate1/AC19_s1,Untreated,2
HUVEC-2_1_AC19_2,HUVEC-2_1_AC19,HUVEC,HUVEC-2,1,AC19,2,EMPTY,,Untreated,HUVEC-2/Plate1/AC19_s2,Untreated,2
HUVEC-2_1_AC19_3,HUVEC-2_1_AC19,HUVEC,HUVEC-2,1,AC19,3,EMPTY,,Untreated,HUVEC-2/Plate1/AC19_s3,Untreated,2
HUVEC-2_1_AC19_4,HUVEC-2_1_AC19,HUVEC,HUVEC-2,1,AC19,4,EMPTY,,Untreated,HUVEC-2/Plate1/AC19_s4,Untreated,2
HUVEC-2_1_AC30_1,HUVEC-2_1_AC30,HUVEC,HUVEC-2,1,AC30,1,EMPTY,,Untreated,HUVEC-2/Plate1/AC30_s1,Untreated,2
HUVEC-2_1_AC30_2,HUVEC-2_1_AC30,HUVEC,HUVEC-2,1,AC30,2,EMPTY,,Untreated,HUVEC-2/Plate1/AC30_s2,Untreated,2
HUVEC-2_1_AC30_3,HUVEC-2_1_AC30,HUVEC,HUVEC-2,1,AC30,3,EMPTY,,Untreated,HUVEC-2/Plate1/AC30_s3,Untreated,2
HUVEC-2_1_AC30_4,HUVEC-2_1_AC30,HUVEC,HUVEC-2,1,AC30,4,EMPTY,,Untreated,HUVEC-2/Plate1/AC30_s4,Untreated,2
HUVEC-2_1_AC40_1,HUVEC-2_1_AC40,HUVEC,HUVEC-2,1,AC40,1,EMPTY,,Untreated,HUVEC-2/Plate1/AC40_s1,Untreated,2
HUVEC-2_1_AC40_2,HUVEC-2_1_AC40,HUVEC,HUVEC-2,1,AC40,2,EMPTY,,Untreated,HUVEC-2/Plate1/AC40_s2,Untreated,2
HUVEC-2_1_AC40_3,HUVEC-2_1_AC40,HUVEC,HUVEC-2,1,AC40,3,EMPTY,,Untreated,HUVEC-2/Plate1/AC40_s3,Untreated,2
HUVEC-2_1_AC40_4,HUVEC-2_1_AC40,HUVEC,HUVEC-2,1,AC40,4,EMPTY,,Untreated,HUVEC-2/Plate1/AC40_s4,Untreated,2
HUVEC-2_1_AC46_1,HUVEC-2_1_AC46,HUVEC,HUVEC-2,1,AC46,1,EMPTY,,Untreated,HUVEC-2/Plate1/AC46_s1,Untreated,2
HUVEC-2_1_AC46_2,HUVEC-2_1_AC46,HUVEC,HUVEC-2,1,AC46,2,EMPTY,,Untreated,HUVEC-2/Plate1/AC46_s2,Untreated,2
HUVEC-2_1_AC46_3,HUVEC-2_1_AC46,HUVEC,HUVEC-2,1,AC46,3,EMPTY,,Untreated,HUVEC-2/Plate1/AC46_s3,Untreated,2
HUVEC-2_1_AC46_4,HUVEC-2_1_AC46,HUVEC,HUVEC-2,1,AC46,4,EMPTY,,Untreated,HUVEC-2/Plate1/AC46_s4,Untreated,2
HUVEC-2_1_AD31_1,HUVEC-2_1_AD31,HUVEC,HUVEC-2,1,AD31,1,EMPTY,,Untreated,HUVEC-2/Plate1/AD31_s1,Untreated,2
HUVEC-2_1_AD31_2,HUVEC-2_1_AD31,HUVEC,HUVEC-2,1,AD31,2,EMPTY,,Untreated,HUVEC-2/Plate1/AD31_s2,Untreated,2
HUVEC-2_1_AD31_3,HUVEC-2_1_AD31,HUVEC,HUVEC-2,1,AD31,3,EMPTY,,Untreated,HUVEC-2/Plate1/AD31_s3,Untreated,2
HUVEC-2_1_AD31_4,HUVEC-2_1_AD31,HUVEC,HUVEC-2,1,AD31,4,EMPTY,,Untreated,HUVEC-2/Plate1/AD31_s4,Untreated,2
HUVEC-2_1_AE03_1,HUVEC-2_1_AE03,HUVEC,HUVEC-2,1,AE03,1,EMPTY,,Untreated,HUVEC-2/Plate1/AE03_s1,Untreated,2
HUVEC-2_1_AE03_2,HUVEC-2_1_AE03,HUVEC,HUVEC-2,1,AE03,2,EMPTY,,Untreated,HUVEC-2/Plate1/AE03_s2,Untreated,2
HUVEC-2_1_AE03_3,HUVEC-2_1_AE03,HUVEC,HUVEC-2,1,AE03,3,EMPTY,,Untreated,HUVEC-2/Plate1/AE03_s3,Untreated,2
HUVEC-2_1_AE03_4,HUVEC-2_1_AE03,HUVEC,HUVEC-2,1,AE03,4,EMPTY,,Untreated,HUVEC-2/Plate1/AE03_s4,Untreated,2
HUVEC-2_1_AE41_1,HUVEC-2_1_AE41,HUVEC,HUVEC-2,1,AE41,1,EMPTY,,Untreated,HUVEC-2/Plate1/AE41_s1,Untreated,2
HUVEC-2_1_AE41_2,HUVEC-2_1_AE41,HUVEC,HUVEC-2,1,AE41,2,EMPTY,,Untreated,HUVEC-2/Plate1/AE41_s2,Untreated,2
HUVEC-2_1_AE41_3,HUVEC-2_1_AE41,HUVEC,HUVEC-2,1,AE41,3,EMPTY,,Untreated,HUVEC-2/Plate1/AE41_s3,Untreated,2
HUVEC-2_1_AE41_4,HUVEC-2_1_AE41,HUVEC,HUVEC-2,1,AE41,4,EMPTY,,Untreated,HUVEC-2/Plate1/AE41_s4,Untreated,2
HUVEC-2_1_B07_1,HUVEC-2_1_B07,HUVEC,HUVEC-2,1,B07,1,EMPTY,,Untreated,HUVEC-2/Plate1/B07_s1,Untreated,2
HUVEC-2_1_B07_2,HUVEC-2_1_B07,HUVEC,HUVEC-2,1,B07,2,EMPTY,,Untreated,HUVEC-2/Plate1/B07_s2,Untreated,2
HUVEC-2_1_B07_3,HUVEC-2_1_B07,HUVEC,HUVEC-2,1,B07,3,EMPTY,,Untreated,HUVEC-2/Plate1/B07_s3,Untreated,2
HUVEC-2_1_B07_4,HUVEC-2_1_B07,HUVEC,HUVEC-2,1,B07,4,EMPTY,,Untreated,HUVEC-2/Plate1/B07_s4,Untreated,2
HUVEC-2_1_B17_1,HUVEC-2_1_B17,HUVEC,HUVEC-2,1,B17,1,EMPTY,,Untreated,HUVEC-2/Plate1/B17_s1,Untreated,2
HUVEC-2_1_B17_2,HUVEC-2_1_B17,HUVEC,HUVEC-2,1,B17,2,EMPTY,,Untreated,HUVEC-2/Plate1/B17_s2,Untreated,2
HUVEC-2_1_B17_3,HUVEC-2_1_B17,HUVEC,HUVEC-2,1,B17,3,EMPTY,,Untreated,HUVEC-2/Plate1/B17_s3,Untreated,2
HUVEC-2_1_B17_4,HUVEC-2_1_B17,HUVEC,HUVEC-2,1,B17,4,EMPTY,,Untreated,HUVEC-2/Plate1/B17_s4,Untreated,2
HUVEC-2_1_B31_1,HUVEC-2_1_B31,HUVEC,HUVEC-2,1,B31,1,EMPTY,,Untreated,HUVEC-2/Plate1/B31_s1,Untreated,2
HUVEC-2_1_B31_2,HUVEC-2_1_B31,HUVEC,HUVEC-2,1,B31,2,EMPTY,,Untreated,HUVEC-2/Plate1/B31_s2,Untreated,2
HUVEC-2_1_B31_3,HUVEC-2_1_B31,HUVEC,HUVEC-2,1,B31,3,EMPTY,,Untreated,HUVEC-2/Plate1/B31_s3,Untreated,2
HUVEC-2_1_B31_4,HUVEC-2_1_B31,HUVEC,HUVEC-2,1,B31,4,EMPTY,,Untreated,HUVEC-2/Plate1/B31_s4,Untreated,2
HUVEC-2_1_B39_1,HUVEC-2_1_B39,HUVEC,HUVEC-2,1,B39,1,EMPTY,,Untreated,HUVEC-2/Plate1/B39_s1,Untreated,2
HUVEC-2_1_B39_2,HUVEC-2_1_B39,HUVEC,HUVEC-2,1,B39,2,EMPTY,,Untreated,HUVEC-2/Plate1/B39_s2,Untreated,2
HUVEC-2_1_B39_3,HUVEC-2_1_B39,HUVEC,HUVEC-2,1,B39,3,EMPTY,,Untreated,HUVEC-2/Plate1/B39_s3,Untreated,2
HUVEC-2_1_B39_4,HUVEC-2_1_B39,HUVEC,HUVEC-2,1,B39,4,EMPTY,,Untreated,HUVEC-2/Plate1/B39_s4,Untreated,2
HUVEC-2_1_B40_1,HUVEC-2_1_B40,HUVEC,HUVEC-2,1,B40,1,EMPTY,,Untreated,HUVEC-2/Plate1/B40_s1,Untreated,2
HUVEC-2_1_B40_2,HUVEC-2_1_B40,HUVEC,HUVEC-2,1,B40,2,EMPTY,,Untreated,HUVEC-2/Plate1/B40_s2,Untreated,2
HUVEC-2_1_B40_3,HUVEC-2_1_B40,HUVEC,HUVEC-2,1,B40,3,EMPTY,,Untreated,HUVEC-2/Plate1/B40_s3,Untreated,2
HUVEC-2_1_B40_4,HUVEC-2_1_B40,HUVEC,HUVEC-2,1,B40,4,EMPTY,,Untreated,HUVEC-2/Plate1/B40_s4,Untreated,2
HUVEC-2_1_C17_1,HUVEC-2_1_C17,HUVEC,HUVEC-2,1,C17,1,EMPTY,,Untreated,HUVEC-2/Plate1/C17_s1,Untreated,2
HUVEC-2_1_C17_2,HUVEC-2_1_C17,HUVEC,HUVEC-2,1,C17,2,EMPTY,,Untreated,HUVEC-2/Plate1/C17_s2,Untreated,2
HUVEC-2_1_C17_3,HUVEC-2_1_C17,HUVEC,HUVEC-2,1,C17,3,EMPTY,,Untreated,HUVEC-2/Plate1/C17_s3,Untreated,2
HUVEC-2_1_C17_4,HUVEC-2_1_C17,HUVEC,HUVEC-2,1,C17,4,EMPTY,,Untreated,HUVEC-2/Plate1/C17_s4,Untreated,2
HUVEC-2_1_C22_1,HUVEC-2_1_C22,HUVEC,HUVEC-2,1,C22,1,EMPTY,,Untreated,HUVEC-2/Plate1/C22_s1,Untreated,2
HUVEC-2_1_C22_2,HUVEC-2_1_C22,HUVEC,HUVEC-2,1,C22,2,EMPTY,,Untreated,HUVEC-2/Plate1/C22_s2,Untreated,2
